#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-01T20:37:35 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-01T20:37:35	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=DEICRS&-out=Plx&-out=B-V&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP|Vmag|DEICRS|Plx|B-V
  2688| 7.64|+05.95782025|   8.48| 0.426
  2689| 9.29|+47.72143984|   2.19| 1.245
  2690| 8.43|+57.09884035|   3.40| 0.026
  2691| 8.43|+50.99719850|   3.95| 0.991
  2692| 9.87|-36.02572064|   8.07| 0.623
  2693| 9.31|+15.19631500|   7.41| 0.693
  2694| 7.78|+31.64554855|   6.50| 0.400
  2695| 6.76|+10.29958061|   7.05| 0.949
  2696| 7.90|+14.51575022|  10.90| 0.408
  2697| 7.60|+54.06650188|   4.10| 0.108
  2698| 8.55|-02.39796493|  12.82| 0.570
  2699| 8.53|-05.74277284|  10.64| 0.415
  2700| 9.62|+22.41344155|   2.38| 1.350
  2701| 6.88|-42.43128561|   8.21| 0.180
  2702| 9.32|-63.06165778|   1.27|-0.154
  2703| 9.49|+02.45390604|   5.43| 0.824
  2704| 8.76|-11.28288519|   2.45| 1.050
  2705| 8.85|+48.08665218|   1.57| 0.111
  2706| 8.55|+01.00268447|   4.22| 0.930
  2707| 6.47|+66.75035211|   5.77|-0.049
  2708| 6.80|-45.42586849|   5.71| 1.293
  2709| 9.39|-19.33221170|   5.83| 0.513
  2710| 6.90|-06.50369569|  24.09| 0.481
  2711| 5.57|-52.37318294|  39.03| 0.472
  2712| 7.38|+47.91539661|  21.20| 0.549
  2713| 7.02|-04.54653967|   9.97| 0.732
  2714| 9.15|-44.63737285|   5.25| 0.818
  2715| 9.27|-04.54265776|   9.97| 0.570
  2716| 7.67|+62.90339141|  19.32| 0.503
  2717| 8.07|+62.59047684|  16.11| 0.517
  2718| 8.35|+69.43460119|   1.68| 1.290
  2719| 7.36|+67.51646962|   6.18| 0.183
  2720|10.19|-33.09400327|   3.90| 0.370
  2721| 8.47|-08.29775587|   5.31| 0.337
  2722|10.02|-52.49400274|   2.47| 1.327
  2723| 7.42|-37.99600207|   3.70| 1.132
  2724| 8.18|+11.13483499|  16.31| 0.504
  2725| 9.48|+26.06594227|  26.98| 1.000
  2726| 9.12|-58.88537925|  11.70| 0.676
  2727| 9.75|-21.88207785|   2.96| 0.735
  2728| 8.85|+18.89299488|   6.00| 0.976
  2729| 9.56|-61.91601812|  21.78| 1.050
  2730| 8.91|+18.90010037|   6.24| 0.549
  2731| 8.59|-68.59681194|   5.54| 0.146
  2732| 8.79|+26.44445715|   7.49| 0.475
  2733| 8.92|+22.90272094|   6.75| 0.370
  2734| 6.39|+13.37126922|   8.15| 1.136
  2735| 8.70|-01.31018941|   8.96| 0.581
  2736| 8.97|+04.38188851|  22.17| 0.827
  2737| 9.68|-24.41911310|   7.30| 0.428
  2738| 8.59|-40.17328989|   2.45| 1.033
  2739|10.42|-21.45123469|   2.61| 0.550
  2740| 8.15|+41.37254593|   2.95| 1.594
  2741| 9.02|-23.48295902|  10.31| 0.440
  2742| 8.02|+42.69495016|  34.52| 0.870
  2744| 9.56|-26.74567136|   9.64| 0.610
  2743| 8.55|-63.69382810|  34.04| 0.854
  2745| 7.62|-26.12569193|   6.24| 0.980
  2746| 8.76|-56.20082273|   8.92| 0.391
  2747| 8.76|-48.93468281|  18.13| 0.602
  2748| 9.62|-66.79869619|   5.84| 0.481
  2749| 8.31|+77.50089827|   5.67| 0.291
  2750| 8.46|+39.16796641|   1.83| 1.270
  2751| 8.38|+07.72329878|  14.68| 0.529
  2752| 9.02|+36.83445910|  16.71| 0.970
  2753| 6.58|+36.83227188|   4.78| 1.445
  2754| 9.38|+17.58274899|   0.27| 1.257
  2755| 9.23|-62.08142630|   2.51| 1.313
  2756| 7.26|+62.98938435|   0.69| 0.566
  2757| 8.85|-47.16287742|   2.01| 1.140
  2758| 8.51|-53.54876872|  -0.48| 0.219
  2759| 8.99|+03.20901471|  13.22| 0.703
  2760| 7.37|+51.83850877|  22.87| 0.602
  2761| 9.57|-59.81590041|  10.45| 0.822
  2762| 5.20|-03.59275785|  47.51| 0.567
  2763| 8.41|+56.08289652|   4.11| 0.114
  2765| 8.02|+04.09335841|  12.58| 0.460
  2766| 8.62|-29.20968604|  11.34| 0.587
  2764| 8.81|-86.70523233|   5.16| 0.411
  2767|10.38|+11.98625166|  10.82| 0.732
  2768| 9.13|+59.31228155|  -1.41| 0.887
  2769| 8.36|-18.42402480|   5.61| 0.441
  2770| 8.62|+69.73728078|   0.58| 0.285
  2771| 7.78|-18.56414084|   2.82| 1.371
  2772| 8.07|+61.86468574|   1.38| 1.378
  2773| 8.52|+38.95354662|   5.66| 1.067
  2774| 8.00|+25.10385145|   1.19| 1.200
  2775| 8.00|-24.86418887|   2.84| 1.034
  2776| 9.68|-13.91783001|   0.01| 1.161
  2777| 9.03|+24.51771653|   1.70| 1.061
  2778| 8.64|+58.67850573|   7.25| 0.112
  2779| 9.08|+58.67468807|   3.20| 0.135
  2780| 8.35|+11.84049215|  10.53| 0.598
  2781| 7.64|+04.29466823|   7.80| 0.203
  2782| 6.95|+54.20349001|   8.57| 0.097
  2783| 7.72|+35.65908196|   5.72| 0.041
  2784|10.85|+10.14514265|   2.28| 0.836
  2785| 8.99|-06.14091322|   1.54| 0.888
  2786| 9.50|-02.06618283|  19.69| 0.831
  2787| 5.94|-00.50545908|  17.97| 0.444
  2788| 8.23|-25.39983681|   7.21| 0.287
  2789| 6.04|-54.82174811|  12.88| 1.001
  2790| 7.45|-39.74588990|  34.30| 0.726
  2791| 9.47|+57.20767120|   1.30| 0.041
  2792| 8.97|+40.45039367|   3.08| 0.192
  2793| 8.56|+36.57904826|   5.15| 0.100
  2794| 7.94|+83.63164599|   5.08| 0.154
  2795| 7.27|+53.48890665|   2.26| 0.064
  2796| 6.92|+67.92595909|   1.12| 2.040
  2797| 9.31|+79.25914588|  20.78| 0.780
  2798| 8.62|-26.85626057|   6.66| 0.403
  2799| 9.94|+28.16242032|   0.47| 1.035
  2800| 8.61|-14.73563616|   3.27| 0.093
  2801| 8.08|+34.47959859|   5.43| 0.294
  2802| 5.51|-48.00066027|  27.61| 0.461
  2803| 9.72|-46.35797377|   3.69| 0.100
  2804| 8.98|+32.23230955|   1.58| 0.979
  2805| 8.52|-08.20966183|  13.43| 0.575
  2807|10.78|+46.67334670|   1.60|-0.051
  2806| 9.67|-71.54124302|   6.27| 0.474
  2808| 8.86|+49.73626236|  -1.00| 1.724
  2809| 9.05|-55.17044592|   4.62| 0.354
  2810| 9.11|-50.28840318|   1.74| 0.990
  2811| 8.01|-07.90142539|   1.77| 1.177
  2812| 7.84|-73.22202722|   3.27| 0.896
  2813| 7.90|+55.70722819|   4.36|-0.046
  2814| 6.89|+49.02115007|   0.64| 0.615
  2815| 7.32|+16.56977927|  10.47| 0.435
  2816| 8.59|+61.45981134|   1.85| 0.448
  2817| 9.29|-38.72244549|   3.85| 0.588
  2818| 9.38|+38.35738851|   2.47| 0.951
  2819| 8.43|-16.56869557|   1.87| 0.952
  2820| 8.35|-74.86979208|   5.93| 0.824
  2821| 8.44|+20.95518361|   2.22| 1.544
  2823| 8.48|+34.60025363|   4.39| 1.260
  2822|10.85|+13.99765783|   6.30| 0.717
  2824| 8.37|+29.23785059|  21.23| 0.648
  2826| 9.70|+75.81837395|   1.92| 0.212
  2825| 8.06|+29.09987897|   3.80| 1.126
  2827|10.52|-21.61911053|   3.42| 0.720
  2828|11.26|+12.59740149|  23.82| 1.310
  2829| 8.43|+21.32763787|  12.99| 0.505
  2830|11.04|-30.61765154|   2.50| 0.553
  2831| 9.21|+06.36264126|   4.74| 1.100
  2832| 6.32|+13.20750244|  26.59| 0.517
  2833| 8.44|+07.60916541|   6.01| 0.188
  2834|10.45|+01.35187958|   1.66|
  2835| 9.43|-48.31938437|   7.19| 0.568
  2836| 9.74|-05.05268078|  -2.37| 1.065
  2837| 8.86|+44.03204317|  -0.06| 1.559
  2838| 8.25|+72.49880690|   1.89| 1.814
  2839|11.21|-09.51421249|  28.51| 1.392
  2840| 9.80|-28.26800678|   5.90| 0.536
  2841| 6.91|-59.71719483|  16.71| 0.368
  2842|10.10|-31.40330285|   3.94| 0.573
  2843| 6.72|-05.57045671|  21.19| 0.466
  2844| 7.96|+29.99400304|  18.93| 0.672
  2845| 9.10|-31.63357740|   5.76| 0.682
  2846| 6.45|-14.97289122|   7.03| 1.063
  2847| 7.77|+07.15600861|  19.45| 0.563
  2849| 8.18|-47.57531415|   2.32| 1.281
  2848| 8.40|-49.12780855|  23.21| 0.780
  2850| 7.86|+54.84847184|   9.61| 0.264
  2851| 7.08|+38.25199607|   4.11| 1.641
  2852| 6.06|-22.84221094|  20.12| 0.297
  2853| 7.88|-20.75859012|  14.56| 0.447
  2854| 5.08|+54.16845384|   6.45|-0.098
  2855| 9.27|-36.93662441|   7.87| 0.673
  2856| 7.23|+24.02543793|   5.50| 1.092
  2857| 8.49|-26.76039966|   6.86| 0.380
  2858| 8.73|-33.89640082|   0.47| 1.326
  2859| 7.61|+57.30772315|   4.51| 1.132
  2860| 7.52|+48.55577673|   1.76|-0.096
  2861| 9.26|-17.61099686|   6.38| 0.483
  2862| 9.84|-54.83449120|   1.22| 0.579
  2863| 8.37|-38.29404756|   7.77| 0.636
  2864| 8.83|-43.24006389|  12.35| 0.551
  2865| 6.51|+27.25479152|   4.65|-0.070
  2866| 7.31|+44.63890530|   3.10|-0.058
  2867| 8.98|+26.15930855|   2.51| 0.966
  2868| 8.43|+33.64431368|   6.17| 0.330
  2869| 8.95|-64.77921102|   1.38| 1.549
  2870| 9.28|+30.91850545|   2.05| 1.027
  2871| 8.62|+35.78247158|   2.87| 1.140
  2872| 8.90|+33.50542716|  -0.05| 0.901
  2873| 7.85|+08.87418627|  11.95| 0.817
  2874| 9.51|-26.57541070|  11.73| 0.595
  2875| 8.27|+22.03370592|   2.76| 0.097
  2876| 5.78|+60.32621728|   0.97| 0.294
  2877| 8.28|+21.07434391|   6.13| 0.125
  2878| 8.39|-58.20919182|  10.25| 0.469
  2879| 9.10|-70.26271153|   1.71| 1.438
  2880| 8.81|-30.33364262|   2.72| 1.473
  2881| 9.08|-61.04759460|  13.15| 0.705
  2882| 8.01|+75.53051581|   7.02| 0.947
  2884| 8.40|-28.85334014|   3.44| 1.147
  2883|10.11|-58.31469749|  16.64| 0.940
  2885| 8.56|+13.27288009|  12.33| 0.476
  2886| 7.97|+56.14220132|   4.21| 0.544
  2887| 8.04|-69.43238252|   5.89| 0.206
  2889| 6.43|-65.12442483|   5.05| 1.260
  2888| 6.79|-49.13200111|  22.79| 0.639
  2890| 7.92|+53.47214530|   0.11| 0.047
  2891|10.10|-33.26593957|   4.33| 0.460
  2892| 8.20|-27.27566428|   2.49| 0.880
  2893| 7.94|-27.41938409|   9.03| 0.392
  2894| 8.64|+48.82833163|  18.03| 0.648
  2895| 8.32|-17.79670280|   2.76| 1.154
  2896| 7.80|+27.05253658|   7.65| 0.445
  2897| 8.42|+68.70417482|   4.48| 0.302
  2898| 9.69|-59.44643083|   1.81| 0.894
  2899| 8.52|+48.95217812|   2.26| 1.308
  2900| 5.14|+44.48850971|   4.97| 1.587
  2901| 6.77|+54.95739709|   3.48| 1.419
  2902| 7.94|-24.50078757|  13.78| 0.824
  2903| 5.89|+15.23175994|   3.81|-0.146
  2904| 9.76|+55.94455879|   1.85| 0.075
  2905| 8.41|+60.51554721|  -2.51| 0.598
  2906| 9.24|+39.61749170|   3.65| 0.196
  2907| 6.72|-76.30957103|   5.63| 0.394
  2908| 8.45|+25.16941034|   3.64| 1.183
  2909| 8.17|-24.49605646|  15.34| 0.636
  2910| 7.93|-11.12736091|   3.20| 1.183
  2911|10.78|-34.28061153|   1.25| 0.328
  2912| 4.34|+33.71935227|   4.97|-0.123
  2913| 9.78|-64.86698429|   7.65| 0.497
  2914|10.52|+15.74708999|   5.38| 0.576
  2915| 8.88|+22.30360409|   3.19| 0.611
  2916| 8.16|-06.56382171|   8.36| 0.605
  2917| 7.88|-03.40064751|   2.99| 1.228
  2918| 8.22|+05.41248476|   6.70| 0.458
  2919| 8.46|-06.11087379|   7.25| 0.547
  2920| 3.69|+53.89693161|   5.46|-0.196
  2921| 9.45|+50.11436492|  -1.27| 0.031
  2922| 7.43|+55.21726126|   2.21| 1.266
  2923| 7.64|+31.48648077|   4.53| 0.317
  2924|10.20|-26.14489315|   5.38| 0.630
  2925|10.09|-79.08226868|   2.01| 0.349
  2926| 6.18|+24.01424837|   9.75| 1.170
  2927| 8.10|+15.13999011|  16.59| 0.605
  2928| 8.07|-85.25251475|   3.74| 1.236
  2929| 8.19|-41.76846638|   1.29| 1.645
  2930| 9.64|+61.36013872|   1.23| 0.570
  2931| 8.74|-47.26401600|   1.81| 0.980
  2932| 8.84|+71.82151409|   3.35| 1.621
  2933| 9.90|-63.82022629|   3.97| 0.453
  2934| 8.96|+43.17409505|   1.21| 0.107
  2935| 7.39|+58.01621970|   0.36|-0.004
  2936| 7.04|+11.43659254|   8.26| 0.325
  2937| 6.40|-54.39380980|   6.85| 0.995
  2938| 8.55|+16.51389528|   3.15| 1.205
  2939| 8.27|-35.42022676|   8.82| 0.641
  2940| 8.74|-77.48616205|   3.71| 0.473
  2941| 5.57|-24.76722545|  64.38| 0.715
  2942| 5.45|+35.39951013|   3.19| 0.886
  2943|10.33|-39.06241662|   7.92| 0.522
  2944| 6.99|-37.28798048|  22.29| 0.723
  2945| 8.28|-19.56501498|   5.82| 0.902
  2946| 9.05|+18.17297131|   2.67| 1.000
  2947| 7.98|-75.60684103|   6.02| 0.188
  2948| 6.85|+40.33238095|   5.98| 0.021
  2949| 9.36|-55.64882531|   2.29| 1.029
  2950| 9.11|-44.40782312|   4.18| 1.247
  2951| 8.57|+60.31050803|   0.27| 1.082
  2952| 8.95|+21.91983088|   4.78| 0.392
  2954| 6.43|+03.13549746|   5.65| 1.339
  2953| 7.95|+85.09269876|   3.86| 0.974
  2955| 7.60|+55.22536577|   8.49| 0.638
  2956| 8.77|-15.82745335|   3.36| 1.393
  2957| 7.87|-53.72103188|   2.63| 1.176
  2958| 8.65|+41.41860972|   0.34| 1.332
  2959| 8.81|+22.67442815|   1.96| 0.240
  2960| 8.64|-55.66016383|   1.80| 1.288
  2961| 8.12|-09.07348685|   1.49| 0.959
  2962| 7.90|+45.60424052|   2.83| 1.402
  2963| 8.99|+09.64144345|   5.11| 1.225
  2964| 8.55|-25.56050855|   6.54| 0.427
  2965| 6.84|+21.09977614|   6.72| 1.101
  2966| 7.93|+42.52482155|   7.19| 0.464
  2967| 9.64|-22.97557174|   6.65| 1.012
  2968| 6.96|+72.89485477|   2.87|-0.005
  2969| 8.13|+26.12158938|   3.86| 0.153
  2970| 9.83|+02.39450708|   4.73| 0.521
  2972| 8.46|+40.87162795|   3.95| 1.139
  2971| 8.69|+80.15808811|   2.93| 1.183
  2973| 8.57|+25.83196547|   4.01| 0.890
  2974| 7.85|+47.50571312|   1.47| 1.595
  2975| 9.31|+18.90078001|   7.14| 0.387
  2976| 8.39|-16.67187984|   6.48| 0.458
  2977| 8.43|+48.29311666|   2.86| 0.370
  2978| 8.93|+39.35008702|   3.31| 0.233
  2979| 9.39|-44.85250022|  13.01| 0.605
  2980| 8.48|-05.99795363|   7.21| 0.469
  2981| 7.53|+47.40791719|  20.92| 0.463
  2982| 9.87|+00.43767471|  -0.09| 1.212
  2983| 9.12|-58.06188258|   1.37| 1.208
  2984| 8.80|-40.88964195|   5.85| 0.511
  2985| 8.59|-68.40005029|   3.07| 0.995
  2986| 9.02|-81.17743480|   4.84| 0.488
  2987| 9.03|-22.33767623|   4.83| 0.824
  2988| 7.67|+02.76366339|   4.79| 1.082
  2989| 8.61|+22.49627308|   1.95| 1.009
  2990| 8.45|+25.17412826|   6.71| 0.600
  2991| 8.93|+05.84762092|   1.43| 1.190
  2992| 8.94|-29.51230293|   1.56| 1.419
  2993| 7.96|-50.73396129|   7.76| 0.181
  2994| 6.64|-00.50350326|   4.46| 1.301
  2995| 8.57|+39.68245939|   1.61| 0.223
  2996| 9.65|+68.75940290|   7.03| 0.634
  2997| 7.23|-41.59224002|   5.61| 0.667
  2998| 7.74|-27.62114061|   6.38| 1.137
  2999| 7.97|+09.82910145|   3.52| 1.560
  3000| 9.48|+04.39681268|  14.78| 0.701
  3001| 7.37|-66.04294098|   9.56| 0.611
  3002| 7.91|-16.24511941|   5.47| 1.091
  3003| 9.54|-22.26383444|  12.52| 0.846
  3004| 9.38|+67.75184206|   3.16| 0.264
  3005| 8.97|+37.63103601|   1.87| 1.267
  3007| 9.43|-62.48171928|   6.64| 0.513
  3006| 7.11|+84.67502086|  24.80| 0.554
  3008|10.48|+52.33242473|  43.40| 1.424
  3009| 8.49|+71.16801107|   2.35| 1.321
  3010| 7.43|-73.96249617|  16.35| 0.482
  3011| 9.97|-32.65771937|   6.87| 0.706
  3012| 8.81|-32.03493886|   5.71| 0.512
  3013|10.88|-14.99837706|   1.52|-0.195
  3014| 8.37|+19.70505102|   9.98| 0.524
  3015| 8.77|+45.18682260|   2.04| 0.448
  3016| 9.77|-44.81608241|   6.94| 0.657
  3017| 8.06|+08.60469969|   3.25| 1.004
  3018| 7.67|+51.26844879|   7.53| 0.198
  3019| 8.86|+01.27801959|   7.43| 0.411
  3020| 7.41|-45.90145517|  12.46| 0.496
  3021| 8.33|+38.01922291|   9.72| 0.490
  3022| 9.96|+43.00013144|  19.86| 0.792
  3023|10.07|-57.93669175|   8.97| 0.647
  3024| 9.69|-21.28421533|   9.67| 0.703
  3025| 6.73|-20.29659798|   5.25|-0.129
  3026| 9.25|-08.30794772|   9.57| 0.465
  3027| 8.87|-37.99889156|   5.60| 0.524
  3028| 9.21|-12.17262517|  24.02| 0.846
  3029| 7.83|-10.69012732|   3.27| 1.287
  3030| 6.77|+60.32478527|  -0.03| 1.725
  3031| 4.34|+29.31236900|  19.34| 0.871
  3032| 9.07|+12.06281043|   3.82| 1.564
  3033| 8.77|+06.02198658|  14.61| 0.590
  3034| 7.67|+57.51691319|   2.81| 0.094
  3035| 7.11|-23.59913798|  16.01| 0.423
  3036| 8.55|-84.08731582|   7.02| 0.347
  3037| 9.32|-44.00809529|   2.61| 0.923
  3038| 8.99|-19.74193790|   1.59| 0.979
  3039| 9.03|-14.23317724|   0.24| 1.106
  3040| 8.63|-40.47392285|   2.49| 1.156
  3041| 9.02|-56.93247865|   4.72| 0.405
  3042| 6.87|-73.13763182|   7.58| 0.114
  3043| 8.91|+46.27616240|   2.44| 1.165
  3044| 8.60|+35.86714147|   0.70| 1.461
  3045| 6.72|+46.95682893|   9.13| 0.960
  3046| 8.32|+36.59379964|   6.29| 0.097
  3047| 8.87|-15.66381833|   2.80| 0.434
  3048| 8.85|-49.49950394|   4.54| 1.273
  3049| 9.26|-27.17153962|   7.50| 0.610
  3050| 8.81|-56.66570786|   2.57| 0.450
  3051| 8.96|-21.04010918|   5.89| 0.503
  3052| 7.97|+21.74468998|   8.81| 0.405
  3053| 7.74|-85.41237038|  26.42| 0.754
  3054| 9.04|+31.01929218|  16.48| 0.630
  3055| 8.76|+00.94651320|  12.73| 0.700
  3056| 6.43|-25.10776606|   4.47| 1.482
  3057| 9.71|+09.74351718|  10.81| 0.660
  3058| 6.72|+59.82616136|   3.07|-0.019
  3059| 8.77|-25.60052471|   9.01| 0.000
  3060| 8.31|-18.86802671|   7.07| 0.584
  3061|11.66|+03.70480928|   8.17|
  3062|11.00|+33.03845650|  17.84| 1.130
  3063| 8.24|-35.94406062|   1.92| 0.926
  3064| 7.77|-25.59572649|   9.25| 0.231
  3065| 7.67|-43.29567219|   4.02| 0.950
  3066| 8.62|-56.35128592|   1.54| 0.940
  3067| 8.74|+27.71515455|   2.52| 1.267
  3068| 8.10|-52.33670168|   1.50| 1.227
  3069| 8.22|+07.91497784|   3.60| 1.228
  3070| 6.92|+26.32380637|   4.14| 1.383
  3071| 7.86|+44.66314452|   3.69| 0.078
  3072| 9.72|-01.16407340|  11.72| 0.679
  3073|10.79|+03.86727689|   8.42| 0.838
  3074| 8.15|+34.31859933|   4.62| 1.388
  3075| 8.77|+28.37166977|   1.56| 1.406
  3077| 9.62|+40.67114458|   1.27| 0.289
  3076| 8.51|-72.28257534|   4.99| 0.295
  3078| 7.81|-41.89945200|   2.20| 1.367
  3079| 9.67|-62.81520348|   2.16| 1.244
  3080| 8.39|+51.02714154|   7.80| 0.404
  3081| 8.81|-42.65200076|   1.87| 1.176
  3082| 8.89|-03.99266224|   2.91| 0.238
  3083| 5.45|+49.35459528|   2.45| 1.644
  3084| 6.81|-57.96778762|  12.50| 0.471
  3085| 9.25|-52.60486551|  -1.21| 1.397
  3086| 7.34|+03.13320203|  21.79| 0.633
  3087| 8.34|-83.03290796|   3.69| 0.163
  3088| 8.67|-28.14911778|   2.52| 1.157
  3089| 9.04|+65.50399477|   1.96| 0.136
  3090| 8.28|-01.96758430|   7.65| 0.377
  3091| 9.15|+41.92536553|   6.97| 0.341
  3092| 3.27|+30.86122579|  32.19| 1.268
  3093| 5.88|+21.25137390|  90.03| 0.850
  3094| 8.82|+27.48961464|   3.01| 0.952
  3095| 8.56|+63.04400016|   1.37| 1.972
  3096| 9.23|-68.73827080|   1.69| 0.489
  3097| 9.22|+74.74992020|  15.82| 0.680
  3098| 8.52|+66.81910741|   4.63| 0.961
  3099| 9.45|-24.52353210|   4.58| 0.615
  3100|10.03|-35.62150125|   4.93| 0.441
  3101| 8.83|+26.73691109|  14.72| 0.590
  3102| 8.07|+32.62993201|   2.37| 1.563
  3103| 9.94|-69.72467388|   2.90| 0.246
  3104| 8.72|-67.57432533|   1.33| 1.309
  3105| 7.84|-29.82017102|   1.71| 1.274
  3106| 8.61|+52.56346032|   8.50| 0.460
  3107| 9.40|+13.97546228|   2.94| 1.000
  3108| 7.76|+49.57332761|   3.90| 1.046
  3109| 8.23|+36.79057888|   9.68| 0.397
  3111| 8.61|+48.46351579|   2.23| 1.068
  3110| 9.52|-59.51356220|   2.48| 0.261
  3112| 8.77|+43.63680510|   6.72| 0.446
  3113|11.19|+16.44097068|  15.90|
  3114| 6.81|-85.70084431|   6.18| 1.260
  3115| 7.88|-03.08305962|  13.27| 0.518
  3116| 9.04|+20.36058407|   2.12| 1.348
  3117| 9.81|-29.59147601|   4.32| 0.541
  3118| 9.36|-21.57913787|   8.20| 0.724
  3119| 7.43|+11.53230972|  20.14| 0.538
  3120| 8.68|-71.10354711|   4.98| 1.205
  3121|10.50|+10.65428197|  30.52| 1.143
  3122| 6.83|-11.15047993|  13.82| 0.432
  3123| 9.31|-24.18471175|   1.66| 1.285
  3124|10.75|-00.53239625|   4.83| 0.069
  3128| 8.12|+89.44429274|   4.16| 0.936
  3125|10.22|-26.46595942|  24.73| 1.278
  3126| 7.67|-08.00572347|   5.02| 1.080
  3127| 8.46|-41.65936635|   8.79| 0.575
  3129| 9.19|+14.20036034|   3.33| 1.414
  3130| 9.10|+42.38361376|   2.79| 1.075
  3131| 7.90|-80.65618639|   5.26| 0.744
  3132| 6.38|+82.49357470|  30.95| 0.551
  3133| 9.02|+87.79673412|   3.15| 0.418
  3134| 9.47|-14.29915265|   2.76| 0.442
  3135| 8.57|-37.40823583|   1.61| 0.188
  3137| 6.00|-44.79633326|  10.75| 1.142
  3136| 7.72|+63.22756256|   7.38| 0.542
  3138| 5.36|+21.43856440|   7.94| 1.160
  3139| 9.27|-26.68082912|   8.65| 0.465
  3140| 8.62|+49.34868510|   1.60| 1.720
  3141| 8.65|+29.37075619|   3.75| 0.922
  3142| 6.68|-33.96118617|  24.12| 0.519
  3143|11.41|-44.25267874|  43.64| 1.476
  3144|10.05|-17.66139958|   6.86| 0.657
  3145| 6.73|+76.87117021|   4.95| 1.199
  3146| 8.40|-07.87191914|   2.09| 1.685
  3147| 8.50|-73.76182146|   6.69| 0.447
  3148| 8.76|-46.91262655|  13.44| 0.584
  3149| 8.03|-38.94618292|   7.33| 0.243
  3150| 8.69|+10.26718334|   5.64| 0.684
  3151| 8.43|-13.88478789|   3.84| 1.086
  3152| 9.12|-02.76987984|   0.18| 1.384
  3153| 7.80|+51.87914215|   3.24| 0.962
  3154| 8.56|-51.74488418|   4.10| 1.043
  3155| 8.08|+39.44065324|   1.72| 1.541
  3156| 9.10|-54.59802572|   6.21| 0.553
  3157| 8.38|-26.04932392|   2.30| 1.298
  3158| 9.59|            |       | 0.400
  3159| 7.64|+47.25585420|   4.08| 0.767
  3160| 8.69|-37.57963135|   5.45| 0.549
  3161|11.49|+07.78850743|  18.91| 1.255
  3162| 7.58|+15.82474585|   4.56| 1.086
  3163| 9.56|+24.04974219|   8.72| 0.340
  3164| 8.16|+26.66624490|  16.01| 0.521
  3165| 7.21|+24.05388170|   6.11| 0.190
  3166| 7.04|+59.46431559|   5.61| 1.122
  3167| 7.98|+23.77019039|   3.78| 1.061
  3168| 9.51|-23.42947491|   5.84| 0.451
  3169| 7.43|-07.65641664|  17.02| 0.571
  3170| 5.89|-59.45568115|  39.26| 0.564
  3171| 7.26|+59.51381621|  -0.02| 1.920
  3172| 7.30|+70.70827316|   4.79| 0.026
  3173|10.20|-35.49431811|  -0.01| 0.461
  3174| 8.24|+16.58014668|  14.62| 0.677
  3175| 6.49|-16.51659767|   6.48| 0.910
  3176| 8.01|+36.45043841|   5.09| 0.285
  3177| 9.60|-32.26788141|   1.69| 0.417
  3178| 7.49|-55.51153487|   0.81| 1.380
  3179| 2.24|+56.53740928|  14.27| 1.170
  3180| 8.71|-31.15289358|   2.73| 1.106
  3181| 8.80|-27.27586925|  19.11| 0.710
  3182| 8.68|-29.86854449|  17.32| 0.638
  3183| 8.49|-01.77086607|   9.50| 0.630
  3184| 7.71|+39.52986860|   1.80| 1.510
  3185| 6.14|-23.80399309|  35.02| 0.718
